날짜,시가,고가,저가,종가,MA5,MA20,MA60,MA120,거래량
2018-07-13,223000.0,233000.0,156500.0,160000.0,,,,,890434
2018-07-16,163500.0,180000.0,162000.0,174000.0,,,,,667957
2018-07-17,167500.0,177000.0,165000.0,174000.0,,,,,291798
2018-07-18,171000.0,177500.0,160500.0,162500.0,,,,,172571
2018-07-19,165500.0,176000.0,163500.0,169500.0,168000.0,,,,192445
2018-07-20,167000.0,168000.0,159000.0,163000.0,168600.0,,,,131393
2018-07-23,164000.0,166000.0,153000.0,154500.0,164700.0,,,,79709
2018-07-24,153000.0,156000.0,150500.0,154500.0,160800.0,,,,65673
2018-07-25,156000.0,158000.0,148000.0,151500.0,158600.0,,,,63498
2018-07-26,151500.0,156000.0,148000.0,156000.0,155900.0,,,,37620
2018-07-27,156000.0,163000.0,154000.0,160000.0,155300.0,,,,57547
2018-07-30,163000.0,167000.0,160500.0,166500.0,157700.0,,,,45047
2018-07-31,166500.0,170000.0,162000.0,170000.0,160800.0,,,,47931
2018-08-01,170000.0,170500.0,165000.0,168000.0,164100.0,,,,29004
2018-08-02,167500.0,168000.0,159000.0,159500.0,164800.0,,,,44807
2018-08-03,161000.0,162500.0,156000.0,160000.0,164800.0,,,,29571
2018-08-06,159500.0,163500.0,158000.0,160000.0,163500.0,,,,20620
2018-08-07,160000.0,161000.0,157000.0,160500.0,161600.0,,,,23485
2018-08-08,161000.0,162500.0,159000.0,162000.0,160400.0,,,,27426
2018-08-09,162000.0,163500.0,160000.0,160000.0,160500.0,162300.0,,,31185
2018-08-10,161000.0,161500.0,157500.0,160000.0,160500.0,162300.0,,,16412
2018-08-13,158500.0,158500.0,152000.0,156000.0,159700.0,161400.0,,,32502
2018-08-14,156000.0,158000.0,154500.0,157000.0,159000.0,160550.0,,,32384
2018-08-16,153500.0,155500.0,151500.0,154000.0,157400.0,160125.0,,,31271
2018-08-17,154500.0,156000.0,152500.0,156000.0,156600.0,159450.0,,,31044
2018-08-20,155000.0,159500.0,154500.0,157500.0,156100.0,159175.0,,,28102
2018-08-21,158500.0,163500.0,158000.0,163500.0,157600.0,159625.0,,,28959
2018-08-22,162000.0,163000.0,154000.0,157000.0,157600.0,159750.0,,,48208
2018-08-23,157000.0,157000.0,149500.0,152000.0,157200.0,159775.0,,,42651
2018-08-24,151500.0,156500.0,151000.0,153000.0,156600.0,159625.0,,,21836
2018-08-27,154000.0,154000.0,147000.0,149500.0,155000.0,159100.0,,,42669
2018-08-28,149500.0,153500.0,148000.0,152500.0,152800.0,158400.0,,,33433
2018-08-29,152500.0,158000.0,151500.0,156000.0,152600.0,157700.0,,,37147
2018-08-30,157000.0,161500.0,156500.0,160000.0,154200.0,157300.0,,,50073
2018-08-31,160000.0,160000.0,157000.0,160000.0,155600.0,157325.0,,,17009
2018-09-03,160500.0,160500.0,154000.0,155000.0,156700.0,157075.0,,,26951
2018-09-04,155000.0,157000.0,154000.0,154500.0,157100.0,156800.0,,,10184
2018-09-05,153000.0,154000.0,149500.0,149500.0,155800.0,156250.0,,,29218
2018-09-06,150000.0,152000.0,148000.0,151000.0,154000.0,155700.0,,,26607
2018-09-07,151500.0,151500.0,148500.0,151500.0,152300.0,155275.0,,,18078
2018-09-10,150000.0,151500.0,147500.0,149000.0,151100.0,154725.0,,,16942
2018-09-11,148000.0,148500.0,144500.0,146000.0,149400.0,154225.0,,,25694
2018-09-12,146000.0,150000.0,145500.0,148500.0,149200.0,153800.0,,,25366
2018-09-13,149000.0,149000.0,144500.0,146000.0,148200.0,153400.0,,,19917
2018-09-14,145500.0,149500.0,145500.0,149500.0,147800.0,153075.0,,,25016
2018-09-17,153000.0,153000.0,147500.0,151500.0,148300.0,152775.0,,,18903
2018-09-18,151500.0,151500.0,147500.0,149000.0,148900.0,152050.0,,,12761
2018-09-19,148000.0,150500.0,147000.0,149500.0,149100.0,151675.0,,,17799
2018-09-20,148500.0,148500.0,143500.0,143500.0,148600.0,151250.0,,,26386
2018-09-21,145000.0,146000.0,142000.0,142500.0,147200.0,150725.0,,,33246
2018-09-27,142500.0,143500.0,140500.0,143500.0,145600.0,150425.0,,,23676
2018-09-28,143500.0,143500.0,140500.0,141500.0,144100.0,149875.0,,,26581
2018-10-01,141000.0,142000.0,137000.0,141500.0,142500.0,149150.0,,,29584
2018-10-02,139000.0,140500.0,136000.0,137000.0,141200.0,148000.0,,,19850
2018-10-04,136000.0,137000.0,128500.0,133000.0,139300.0,146650.0,,,40319
2018-10-05,131000.0,133500.0,128000.0,132500.0,137100.0,145525.0,,,22780
2018-10-08,133000.0,135000.0,129000.0,130500.0,134900.0,144325.0,,,16033
2018-10-10,129000.0,130500.0,121500.0,125000.0,131600.0,143100.0,,,25391
2018-10-11,118000.0,122500.0,117500.0,118500.0,127900.0,141475.0,,,58573
2018-10-12,116500.0,120500.0,116000.0,119000.0,125100.0,139850.0,152475.0,,26279
2018-10-15,118500.0,119500.0,113000.0,114500.0,121500.0,138125.0,151716.66666666666,,29603
2018-10-16,113500.0,116000.0,110500.0,111500.0,117700.0,136400.0,150675.0,,38455
2018-10-17,113000.0,114500.0,110500.0,112500.0,115200.0,134600.0,149650.0,,35993
2018-10-18,112500.0,117000.0,111000.0,114500.0,114400.0,133025.0,148850.0,,24092
2018-10-19,113000.0,114500.0,111000.0,114000.0,113400.0,131250.0,147925.0,,15920
2018-10-22,114000.0,117500.0,111500.0,117500.0,114000.0,129550.0,147166.66666666666,,18974
2018-10-23,116000.0,117500.0,111500.0,115000.0,114700.0,127850.0,146508.33333333334,,27885
2018-10-24,114500.0,115000.0,107000.0,108500.0,113900.0,125800.0,145741.66666666666,,40098
2018-10-25,105000.0,106000.0,100000.0,103000.0,111600.0,123775.0,144933.33333333334,,41314
2018-10-26,103500.0,105000.0,96200.0,102500.0,109300.0,121775.0,144041.66666666666,,41168
2018-10-29,101000.0,103500.0,97500.0,99300.0,105660.0,119565.0,143030.0,,38477
