날짜,시가,고가,저가,종가,MA5,MA20,MA60,MA120,거래량
2005-09-29,70200.0,70200.0,66100.0,68900.0,,,,,450
2005-09-30,67800.0,70000.0,66700.0,66700.0,,,,,7960
2005-10-03,66700.0,66700.0,66700.0,66700.0,,,,,0
2005-10-04,64700.0,67200.0,64700.0,66000.0,,,,,1100
2005-10-05,69700.0,69700.0,65500.0,66300.0,66920.0,,,,960
2005-10-06,66000.0,67500.0,65600.0,66400.0,66420.0,,,,1150
2005-10-07,66600.0,69500.0,66600.0,68800.0,66840.0,,,,320
2005-10-10,71500.0,71500.0,68600.0,71000.0,67700.0,,,,660
2005-10-11,71000.0,71000.0,69100.0,70000.0,68500.0,,,,650
2005-10-12,68500.0,69900.0,68500.0,69600.0,69160.0,,,,1440
2005-10-13,68100.0,70000.0,68100.0,68900.0,69660.0,,,,620
2005-10-14,67900.0,68500.0,67500.0,67800.0,69460.0,,,,730
2005-10-17,67800.0,67800.0,67800.0,67800.0,68820.0,,,,0
2005-10-18,67400.0,68900.0,66900.0,66900.0,68200.0,,,,700
2005-10-19,66900.0,66900.0,65600.0,65600.0,67400.0,,,,1350
2005-10-20,65700.0,67000.0,64000.0,64000.0,66420.0,,,,2000
2005-10-21,63900.0,66900.0,62500.0,64500.0,65760.0,,,,8080
2005-10-24,64000.0,64000.0,62000.0,62500.0,64700.0,,,,4090
2005-10-25,62500.0,64000.0,62500.0,63700.0,64060.0,,,,3470
2005-10-26,64000.0,64000.0,62900.0,63800.0,63700.0,66795.0,,,610
2005-10-27,63700.0,63700.0,60100.0,60100.0,62920.0,66355.0,,,1600
2005-10-28,58600.0,60100.0,58500.0,59000.0,61820.0,65970.0,,,831
2005-10-31,59000.0,59900.0,59000.0,59500.0,61220.0,65610.0,,,790
2005-11-01,58400.0,60300.0,58400.0,60200.0,60520.0,65320.0,,,490
2005-11-02,60000.0,60900.0,59300.0,60000.0,59760.0,65005.0,,,3060
2005-11-03,61000.0,61000.0,59700.0,60000.0,59740.0,64685.0,,,5840
2005-11-04,60000.0,61900.0,59500.0,60200.0,59980.0,64255.0,,,4221
2005-11-07,60700.0,61900.0,60000.0,60100.0,60100.0,63710.0,,,2380
2005-11-08,59200.0,60200.0,58600.0,60000.0,60060.0,63210.0,,,6110
2005-11-09,59200.0,60900.0,59200.0,60500.0,60160.0,62755.0,,,370
2005-11-10,59500.0,60200.0,59400.0,60200.0,60200.0,62320.0,,,1705
2005-11-11,60000.0,61000.0,59500.0,60200.0,60200.0,61940.0,,,3331
2005-11-14,60500.0,62700.0,60500.0,62000.0,60580.0,61650.0,,,1773
2005-11-15,63400.0,63500.0,61500.0,62700.0,61120.0,61440.0,,,2440
2005-11-16,61700.0,63000.0,61700.0,63000.0,61620.0,61310.0,,,2110
2005-11-17,62400.0,63200.0,62400.0,62500.0,62080.0,61235.0,,,2763
2005-11-18,63200.0,65000.0,63000.0,65000.0,63040.0,61260.0,,,7212
2005-11-21,64000.0,65000.0,63400.0,63700.0,63380.0,61320.0,,,6430
2005-11-22,64000.0,64500.0,62800.0,63800.0,63600.0,61325.0,,,13280
2005-11-23,64500.0,72900.0,64300.0,67700.0,64540.0,61520.0,,,77120
2005-11-24,67700.0,68800.0,67300.0,68400.0,65720.0,61935.0,,,23990
2005-11-25,68100.0,69800.0,68000.0,69000.0,66520.0,62435.0,,,53220
2005-11-28,69000.0,69000.0,68500.0,69000.0,67580.0,62910.0,,,40440
2005-11-29,68500.0,68500.0,67900.0,68200.0,68460.0,63310.0,,,4070
2005-11-30,68000.0,68000.0,65000.0,66800.0,68280.0,63650.0,,,6810
2005-12-01,65200.0,67000.0,65200.0,65600.0,67720.0,63930.0,,,3130
2005-12-02,65600.0,65600.0,63000.0,63500.0,66620.0,64095.0,,,14210
2005-12-05,62500.0,63000.0,61600.0,63000.0,65420.0,64240.0,,,3310
2005-12-06,62100.0,63000.0,62100.0,63000.0,64380.0,64390.0,,,2420
2005-12-07,62100.0,63700.0,62100.0,63700.0,63760.0,64550.0,,,2480
2005-12-08,63800.0,64400.0,63400.0,64100.0,63460.0,64745.0,,,1760
2005-12-09,64000.0,68000.0,64000.0,68000.0,64360.0,65135.0,,,2660
2005-12-12,67000.0,67000.0,64600.0,65700.0,64900.0,65320.0,,,1640
2005-12-13,66000.0,66900.0,66000.0,66900.0,65680.0,65530.0,,,1750
2005-12-14,68000.0,68500.0,67500.0,68300.0,66600.0,65795.0,,,1680
2005-12-15,68600.0,70500.0,68000.0,69100.0,67600.0,66125.0,,,1360
2005-12-16,67200.0,68700.0,67200.0,67300.0,67460.0,66240.0,,,1870
2005-12-19,69500.0,70000.0,68300.0,68400.0,68000.0,66475.0,,,467
2005-12-20,67600.0,68200.0,67500.0,68100.0,68240.0,66690.0,,,240
2005-12-21,67100.0,68200.0,67000.0,68200.0,68220.0,66715.0,65010.0,,1850
2005-12-22,68200.0,68200.0,68200.0,68200.0,68040.0,66705.0,64998.333333333336,,0
2005-12-23,68500.0,69500.0,68300.0,69400.0,68460.0,66725.0,65043.333333333336,,550
2005-12-26,69400.0,69400.0,69400.0,69400.0,68660.0,66745.0,65088.333333333336,,0
2005-12-27,68500.0,69000.0,68200.0,69000.0,68840.0,66785.0,65138.333333333336,,430
2005-12-28,69000.0,69000.0,68200.0,68200.0,68840.0,66855.0,65170.0,,130
2005-12-29,68200.0,68200.0,68200.0,68200.0,68840.0,66985.0,65200.0,,0
2006-01-02,69000.0,69000.0,67100.0,68800.0,68720.0,67250.0,65200.0,,30
2006-01-03,68500.0,68700.0,67400.0,67600.0,68360.0,67480.0,65143.333333333336,,4200
2006-01-04,67000.0,68500.0,67000.0,68100.0,68180.0,67735.0,65111.666666666664,,860
2006-01-05,68500.0,68500.0,66800.0,68000.0,68140.0,67950.0,65085.0,,540
2006-01-06,68100.0,69800.0,68100.0,69800.0,68460.0,68235.0,65100.0,,4000
2006-01-09,69800.0,71000.0,69800.0,70400.0,68780.0,68355.0,65143.333333333336,,1870
2006-01-10,70000.0,70000.0,67500.0,67500.0,68760.0,68445.0,65138.333333333336,,1370
2006-01-11,68100.0,68200.0,67900.0,68000.0,68740.0,68500.0,65156.666666666664,,1290
2006-01-12,68000.0,68000.0,67000.0,67000.0,68540.0,68435.0,65180.0,,260
2006-01-13,66000.0,66900.0,64500.0,66800.0,67940.0,68320.0,65226.666666666664,,1010
2006-01-16,65100.0,65200.0,64500.0,64700.0,66800.0,68190.0,65230.0,,3462
2006-01-17,65200.0,65900.0,64500.0,64500.0,66200.0,67995.0,65263.333333333336,,7350
2006-01-18,62600.0,64500.0,62600.0,63800.0,65360.0,67780.0,65265.0,,3360
2006-01-19,63200.0,63400.0,62500.0,62500.0,64460.0,67495.0,65243.333333333336,,2431
2006-01-20,62700.0,62700.0,61500.0,61500.0,63400.0,67160.0,65266.666666666664,,2150
2006-01-23,58600.0,61300.0,56200.0,57200.0,61900.0,66550.0,65236.666666666664,,1110
2006-01-24,57200.0,58900.0,57200.0,58800.0,60760.0,66020.0,65225.0,,1130
2006-01-25,58800.0,61200.0,58800.0,61200.0,60240.0,65630.0,65241.666666666664,,1340
2006-01-26,61200.0,61200.0,57800.0,58700.0,59480.0,65155.0,65220.0,,936
2006-01-27,58700.0,59800.0,58700.0,58800.0,58940.0,64685.0,65200.0,,403
2006-01-31,58000.0,58300.0,58000.0,58300.0,59160.0,64160.0,65168.333333333336,,351
2006-02-01,57400.0,58900.0,57400.0,58800.0,59160.0,63720.0,65146.666666666664,,330
2006-02-02,59900.0,60000.0,58700.0,59600.0,58840.0,63295.0,65140.0,,781
2006-02-03,57100.0,58100.0,57100.0,58000.0,58700.0,62795.0,65098.333333333336,,100
2006-02-06,56700.0,58800.0,56700.0,58800.0,58700.0,62245.0,65075.0,,120
2006-02-07,58900.0,58900.0,58900.0,58900.0,58820.0,61670.0,65053.333333333336,,10
2006-02-08,56900.0,58200.0,56800.0,57000.0,58460.0,61145.0,64970.0,,290
2006-02-09,57000.0,57000.0,57000.0,57000.0,57940.0,60595.0,64875.0,,600
2006-02-10,57000.0,57900.0,57000.0,57500.0,57840.0,60120.0,64783.333333333336,,420
2006-02-13,57900.0,59000.0,57900.0,58000.0,57680.0,59680.0,64708.333333333336,,1670
2006-02-14,58000.0,59000.0,57900.0,58000.0,57500.0,59345.0,64591.666666666664,,1030
2006-02-15,58700.0,58700.0,57700.0,57700.0,57640.0,59005.0,64491.666666666664,,970
