날짜,시가,고가,저가,종가,MA5,MA20,MA60,MA120,거래량
2017-05-15,159000.0,165500.0,158000.0,160000.0,,,,,1504154
2017-05-16,161500.0,162500.0,156000.0,156000.0,,,,,1146762
2017-05-17,153000.0,154500.0,142000.0,144000.0,,,,,2006418
2017-05-18,144000.0,149500.0,142000.0,148000.0,,,,,1587826
2017-05-19,147500.0,149500.0,143500.0,143500.0,150300.0,,,,680357
2017-05-22,143000.0,143500.0,138000.0,140000.0,146300.0,,,,1133489
2017-05-23,141000.0,144000.0,139000.0,143500.0,143800.0,,,,634619
2017-05-24,145000.0,146000.0,143500.0,145000.0,144000.0,,,,473540
2017-05-25,145500.0,146000.0,141000.0,144000.0,143200.0,,,,492961
2017-05-26,143500.0,143500.0,139500.0,142000.0,142900.0,,,,791714
2017-05-29,142000.0,147000.0,140500.0,147000.0,144300.0,,,,675099
2017-05-30,147000.0,149500.0,146500.0,149500.0,145500.0,,,,576607
2017-05-31,150000.0,152000.0,148500.0,152000.0,146900.0,,,,1989706
2017-06-01,152000.0,155000.0,150000.0,151500.0,148400.0,,,,405486
2017-06-02,152500.0,160000.0,152500.0,158500.0,151700.0,,,,1005171
2017-06-05,159000.0,161000.0,158000.0,161000.0,154500.0,,,,578458
2017-06-07,160000.0,161000.0,155000.0,160500.0,156700.0,,,,639485
2017-06-08,161000.0,161000.0,152500.0,153500.0,157000.0,,,,1255870
2017-06-09,153000.0,153000.0,147000.0,149000.0,156500.0,,,,822530
2017-06-12,143000.0,146000.0,141000.0,141500.0,153100.0,149500.0,,,1361725
2017-06-13,142000.0,145500.0,141500.0,145500.0,150000.0,148775.0,,,518659
2017-06-14,146000.0,146500.0,143000.0,143000.0,146500.0,148125.0,,,284894
2017-06-15,144000.0,149000.0,143500.0,147500.0,145300.0,148300.0,,,515357
2017-06-16,149500.0,154000.0,149000.0,152000.0,145900.0,148500.0,,,665089
2017-06-19,151500.0,152000.0,146500.0,150500.0,147700.0,148850.0,,,420046
2017-06-20,149500.0,153500.0,147000.0,153500.0,149300.0,149525.0,,,439121
2017-06-21,154000.0,155000.0,150000.0,153000.0,151300.0,150000.0,,,320623
2017-06-22,152000.0,154500.0,151000.0,151500.0,152100.0,150325.0,,,274429
2017-06-23,153000.0,155000.0,152500.0,153500.0,152400.0,150800.0,,,262224
2017-06-26,154000.0,155500.0,151500.0,152500.0,152800.0,151325.0,,,256090
2017-06-27,152000.0,153500.0,148000.0,150000.0,152100.0,151475.0,,,246479
2017-06-28,150500.0,152500.0,149000.0,149000.0,151300.0,151450.0,,,177019
2017-06-29,149500.0,155000.0,149500.0,155000.0,152000.0,151600.0,,,305111
2017-06-30,154000.0,156500.0,153500.0,155000.0,152300.0,151775.0,,,207954
2017-07-03,155000.0,156000.0,152000.0,152500.0,152300.0,151475.0,,,177684
2017-07-04,153000.0,154000.0,151500.0,152500.0,152800.0,151050.0,,,125481
2017-07-05,152500.0,152500.0,149000.0,149500.0,152900.0,150500.0,,,173393
2017-07-06,149500.0,151000.0,147500.0,148000.0,151500.0,150225.0,,,165756
2017-07-07,149500.0,156000.0,149000.0,155000.0,151500.0,150525.0,,,452333
2017-07-10,154500.0,154500.0,150500.0,151000.0,151200.0,151000.0,,,151964
2017-07-11,151000.0,152000.0,148500.0,148500.0,150400.0,151150.0,,,190487
2017-07-12,149000.0,150500.0,144500.0,145000.0,149500.0,151250.0,,,340497
2017-07-13,146500.0,147000.0,144500.0,145000.0,148900.0,151125.0,,,209308
2017-07-14,146000.0,147000.0,144500.0,145500.0,147000.0,150800.0,,,148846
2017-07-17,145500.0,146500.0,144500.0,145500.0,145900.0,150550.0,,,102387
2017-07-18,146000.0,146500.0,144500.0,145000.0,145200.0,150125.0,,,115522
2017-07-19,145000.0,145000.0,142500.0,145000.0,145200.0,149725.0,,,158087
2017-07-20,146000.0,149000.0,145000.0,148500.0,145900.0,149575.0,,,190152
2017-07-21,149000.0,149500.0,146500.0,148000.0,146400.0,149300.0,,,120518
2017-07-24,149500.0,149500.0,148000.0,149000.0,147100.0,149125.0,,,86607
2017-07-25,149500.0,149500.0,146000.0,146500.0,147400.0,148950.0,,,133767
2017-07-26,147500.0,147500.0,144500.0,146000.0,147600.0,148800.0,,,121396
