date,open,high,low,close,volume,ma5,ma20,ma60,ma120,label,qty,order_price,order_type,stock_code,chart_return_pct
2017-11-16,141298.421875,141848.21875,138549.421875,140198.8125,50468,145147.009375,149985.2453125,148097.6015625,139887.26608072917,BUY,62,140198.8125,시장가,000150,26.15
2017-11-17,139649.015625,142398.015625,138549.421875,139649.015625,28904,142727.890625,149023.09609375,148088.43828125,140070.53248697918,HOLD,0,,,000150,26.15
2017-11-20,137449.828125,139649.015625,136350.21875,137999.625,45432,141078.49375,148253.37734375,147950.98854166668,140194.23736979166,HOLD,0,,,000150,26.15
2017-11-21,138549.421875,139649.015625,134700.828125,137999.625,50623,139209.178125,147511.1484375,147896.00859375,140299.61555989584,HOLD,0,,,000150,26.15
2017-11-22,138549.421875,139099.21875,136900.03125,137449.828125,26119,138659.38125,146603.9796875,147850.1921875,140391.248828125,HOLD,0,,,000150,26.15
2017-11-23,137999.625,141848.21875,137999.625,140748.625,41409,138769.34375,145806.77109375,147896.00885416666,140501.20872395832,HOLD,0,,,000150,26.15
2017-11-24,140748.625,142398.015625,138549.421875,141848.21875,29380,139209.184375,145201.9921875,147932.66223958333,140602.0052734375,HOLD,0,,,000150,26.15
2017-11-27,141848.21875,142947.8125,137449.828125,138549.421875,26046,139319.14375,144679.6828125,147941.82552083334,140679.89348958334,HOLD,0,,,000150,26.15
2017-11-28,137999.625,141298.421875,137449.828125,140198.8125,21534,139758.98125,144322.31328125,147950.98880208333,140771.52662760418,HOLD,0,,,000150,26.15
2017-11-29,140198.8125,141298.421875,138549.421875,139649.015625,15095,140198.81875,143854.98359375,147969.31536458334,140881.48645833333,HOLD,0,,,000150,26.15
2017-11-30,139649.015625,141298.421875,137999.625,138549.421875,44916,139758.978125,143332.67421875,147896.00885416666,140986.8646484375,HOLD,0,,,000150,26.15
2017-12-01,138549.421875,139649.015625,134151.03125,136900.03125,32525,138769.340625,142700.40546875,147813.5390625,141087.66126302083,HOLD,0,,,000150,26.15
2017-12-04,137449.828125,137999.625,134151.03125,135250.625,31753,138109.58125,142150.60625,147721.90572916667,141183.87610677083,SELL,62,135250.625,시장가,000150,26.15
2017-12-05,135250.625,145696.8125,134700.828125,145696.8125,60406,139209.18125,141985.66640625,147804.37552083333,141367.14251302084,HOLD,0,,,000150,26.15
2017-12-06,146246.609375,146246.609375,140748.625,142947.8125,34218,139868.940625,141435.8671875,147850.1921875,141417.54069010416,HOLD,0,,,000150,26.15
2017-12-07,142947.8125,146796.40625,137449.828125,139099.21875,36348,139978.9,140913.5578125,147841.02890625,141458.7755859375,HOLD,0,,,000150,26.15
2017-12-08,139099.21875,140198.8125,135800.421875,136900.03125,23074,139978.9,140171.32890625,147877.68229166666,141449.6123046875,HOLD,0,,,000150,26.15
2017-12-11,135800.421875,138549.421875,135800.421875,138549.421875,18691,140638.659375,139786.46953125,147886.84557291667,141449.6123046875,HOLD,0,,,000150,26.15
2017-12-12,137449.828125,138549.421875,136350.21875,137449.828125,14875,138989.2625,139291.65078125,147868.51901041667,141481.68391927084,HOLD,0,,,000150,26.15
2017-12-13,137449.828125,140748.625,136350.21875,140198.8125,15544,138439.4625,139291.65078125,147850.1921875,141541.2455078125,HOLD,0,,,000150,26.15
2017-12-14,141848.21875,141848.21875,135250.625,135250.625,50433,137669.74375,139044.24140625,147712.74244791668,141596.22545572917,HOLD,0,,,000150,26.15
2017-12-15,136350.21875,136900.03125,133051.421875,134700.828125,49201,137229.903125,138796.83203125,147465.3328125,141651.20540364584,HOLD,0,,,000150,26.15
2017-12-18,135250.625,135250.625,132501.625,132501.625,40503,136020.34375,138521.93203125,147199.59635416666,141719.9302734375,HOLD,0,,,000150,26.15
2017-12-19,132501.625,134151.03125,129202.8359375,129202.8359375,51584,134370.9453125,138082.092578125,146778.08372395832,141756.58359375,HOLD,0,,,000150,26.15
2017-12-21,134700.828125,137999.625,134151.03125,136900.03125,31578,133711.1890625,138054.602734375,146512.34752604167,141861.96184895834,HOLD,0,,,000150,26.15
2017-12-22,137449.828125,137449.828125,134151.03125,134700.828125,28854,133601.2296875,137752.212890625,146228.28450520834,141939.85006510417,HOLD,0,,,000150,26.15
2017-12-26,135800.421875,136900.03125,134700.828125,136900.03125,66091,134041.0703125,137504.803515625,145999.20169270833,142031.48333333334,HOLD,0,,,000150,26.15
2017-12-27,131951.828125,133051.421875,124254.640625,127003.640625,124294,132941.4734375,136927.514453125,145586.85221354166,142031.48333333334,HOLD,0,,,000150,26.15
2017-12-28,127003.640625,127003.640625,123704.84375,124254.640625,76070,131951.834375,136130.305859375,145156.176171875,141999.41171875,HOLD,0,,,000150,26.15
2018-01-02,125904.0390625,126453.8359375,123704.84375,124804.4375,55857,129532.715625,135388.076953125,144734.66341145834,141949.01341145832,HOLD,0,,,000150,26.15
2018-01-03,124254.640625,127553.4375,124254.640625,126453.8359375,40553,127883.3171875,134783.29765625,144267.33411458333,141903.19680989583,BUY,67,126453.8359375,시장가,000150,26.15
2018-01-04,127003.640625,131951.828125,125904.0390625,130852.234375,57689,126673.7578125,134480.9078125,143845.82135416666,141880.2884765625,HOLD,0,,,000150,26.15
2018-01-05,130302.4296875,131951.828125,128103.234375,129202.8359375,35374,127113.596875,134178.518359375,143396.81861979168,141866.54348958333,HOLD,0,,,000150,26.15
2018-01-08,130302.4296875,130302.4296875,124254.640625,126453.8359375,89285,127553.4359375,133216.36953125,142892.8359375,141816.14524739582,HOLD,0,,,000150,26.15
2018-01-09,127003.640625,131951.828125,125904.0390625,130852.234375,60434,128762.9953125,132611.590625,142507.9765625,141811.56360677083,HOLD,0,,,000150,26.15
2018-01-10,131402.03125,141848.21875,129752.6328125,137449.828125,133253,130962.19375,132529.12109375,142205.58697916666,141848.2169921875,HOLD,0,,,000150,26.15
2018-01-11,139099.21875,140748.625,137449.828125,138549.421875,37976,132501.63125,132611.590625,141884.87083333332,141894.03365885417,HOLD,0,,,000150,26.15
2018-01-12,139099.21875,142947.8125,137449.828125,139649.015625,44599,134590.8671875,132666.5703125,141554.99114583334,141953.59524739583,HOLD,0,,,000150,26.15
2018-01-15,139099.21875,141848.21875,137449.828125,137999.625,28847,136900.025,132694.06015625,141243.43828125,141990.24850260417,HOLD,0,,,000150,26.15
2018-01-16,137449.828125,137449.828125,131951.828125,133051.421875,50243,137339.8625,132336.690625,140849.41536458334,142017.73841145833,HOLD,0,,,000150,26.15
2018-01-17,133601.234375,134700.828125,130302.4296875,134151.03125,46628,136680.103125,132281.7109375,140437.06588541667,142049.81009114583,HOLD,0,,,000150,26.15
2018-01-18,133051.421875,134151.03125,127003.640625,128103.234375,79271,134590.865625,131951.83125,139923.91979166667,142058.97337239582,HOLD,0,,,000150,26.15
2018-01-19,127553.4375,129202.8359375,127003.640625,129202.8359375,54418,132501.6296875,131786.891796875,139520.73372395834,142063.555078125,HOLD,0,,,000150,26.15
2018-01-22,129752.6328125,129752.6328125,125904.0390625,127553.4375,44142,130412.3921875,131704.421875,139099.22096354168,142049.81009114583,HOLD,0,,,000150,26.15
2018-01-23,127003.640625,128653.03125,126453.8359375,127003.640625,41757,129202.8359375,131209.60234375,138622.72825520832,142008.5751953125,HOLD,0,,,000150,26.15
2018-01-24,128103.234375,128103.234375,124254.640625,124804.4375,72891,127333.5171875,130714.7828125,138091.25559895832,141958.17688802083,HOLD,0,,,000150,26.15
2018-01-25,125354.2421875,129202.8359375,124804.4375,128103.234375,54300,127333.5171875,130274.94296875,137660.57955729167,141949.01354166667,HOLD,0,,,000150,26.15
2018-01-26,127553.4375,128653.03125,125904.0390625,126453.8359375,42338,126783.7171875,130247.452734375,137284.88333333333,141903.19694010416,HOLD,0,,,000150,26.15
2018-01-29,127003.640625,131402.03125,126453.8359375,130302.4296875,64964,127333.515625,130549.8421875,137000.82044270833,141880.288671875,HOLD,0,,,000150,26.15
2018-01-30,131402.03125,132501.625,128653.03125,130302.4296875,49736,127993.2734375,130824.741796875,136689.26744791667,141871.12532552084,HOLD,0,,,000150,26.15
2018-01-31,129202.8359375,130852.234375,125904.0390625,130302.4296875,43667,129092.871875,131017.171484375,136377.714453125,141875.70696614584,HOLD,0,,,000150,26.15
2018-02-01,129752.6328125,130852.234375,127553.4375,128103.234375,24171,129092.871875,130879.721484375,136020.344921875,141756.5837890625,HOLD,0,,,000150,26.15
2018-02-02,128103.234375,128653.03125,124804.4375,125354.2421875,48168,128872.953125,130687.291796875,135672.13880208333,141637.46067708332,HOLD,0,,,000150,26.15
2018-02-05,124254.640625,124804.4375,120406.046875,121505.640625,44247,127113.5953125,130439.88203125,135213.97265625,141467.93919270832,HOLD,0,,,000150,26.15
2018-02-06,118206.8515625,120406.046875,114358.25,118206.8515625,64448,124694.4796875,129807.612890625,134618.35690104167,141266.34615885417,SELL,67,118206.8515625,시장가,000150,26.15
2018-02-07,119306.4453125,119856.2421875,116007.6484375,116007.6484375,56257,121835.5234375,128735.50390625,134059.39427083332,141055.58971354167,HOLD,0,,,000150,26.15
2018-02-08,116557.453125,120406.046875,116007.6484375,118756.6484375,52872,119966.20625,127745.865234375,133509.594921875,140858.5783203125,HOLD,0,,,000150,26.15
2018-02-09,117657.046875,126453.8359375,117107.25,124804.4375,116346,119856.2453125,127003.636328125,133152.225390625,140684.4751953125,HOLD,0,,,000150,26.15
2018-02-12,123704.84375,125904.0390625,118756.6484375,119856.2421875,51377,119526.365625,126096.4671875,132694.059375,140459.973828125,HOLD,0,,,000150,26.15
2018-02-13,120406.046875,120955.84375,115457.8515625,115457.8515625,38108,118976.565625,125216.788671875,132281.71002604166,140217.14576822918,HOLD,0,,,000150,26.15
2018-02-14,116007.6484375,117107.25,114358.25,114908.0546875,41979,118756.646875,124254.63984375,131860.19739583333,139978.89947916666,HOLD,0,,,000150,26.15
2018-02-19,116007.6484375,117657.046875,115457.8515625,116557.453125,24414,118316.8078125,123677.35078125,131475.33802083333,139781.88815104167,HOLD,0,,,000150,26.15
2018-02-20,116007.6484375,119306.4453125,115457.8515625,117107.25,46359,116777.3703125,123072.571484375,131127.13177083334,139539.06015625,HOLD,0,,,000150,26.15
2018-02-21,117657.046875,119306.4453125,116007.6484375,116557.453125,33888,116117.6125,122522.772265625,130769.76223958333,139332.88541666666,HOLD,0,,,000150,26.15
2018-02-22,115457.8515625,116007.6484375,112708.8515625,113808.453125,55754,115787.7328125,121863.012890625,130375.73932291666,139112.96575520834,HOLD,0,,,000150,26.15
2018-02-23,113808.453125,115457.8515625,112159.0546875,115457.8515625,56614,115897.6921875,121395.68359375,129954.22643229166,138925.11764322917,HOLD,0,,,000150,26.15
2018-02-26,115457.8515625,115457.8515625,112159.0546875,113808.453125,42544,115347.8921875,120680.94453125,129486.89700520833,138709.77962239584,HOLD,0,,,000150,26.15
2018-02-27,114358.25,114908.0546875,111609.2578125,112159.0546875,47669,114358.253125,119966.20546875,129047.05755208334,138494.44153645833,HOLD,0,,,000150,26.15
2018-02-28,111609.2578125,111609.2578125,108530.3828125,109959.859375,104247,113038.734375,118949.076953125,128543.075,138247.03190104166,HOLD,0,,,000150,26.15
2018-03-02,108860.2578125,109410.0625,106111.265625,108530.3828125,57574,111983.1203125,117860.474609375,128024.43111979167,137996.8732421875,BUY,73,108530.3828125,시장가,000150,26.15
