date,open,high,low,close,volume,ma5,ma20,ma60,ma120,label,qty,order_price,order_type,stock_code,chart_return_pct
2018-04-03,30900,31050,30250,30800,179271,31280,31977.5,34216.666666666664,34908.333333333336,BUY,65,30800,시장가,241560,16.21
2018-04-04,30800,30850,30500,30700,86963,31090,31932.5,34132.5,34859.583333333336,HOLD,0,,,241560,16.21
2018-04-05,30450,30950,30150,30650,124261,30910,31867.5,34056.666666666664,34811.666666666664,HOLD,0,,,241560,16.21
2018-04-06,30650,31600,30350,31250,167044,30880,31842.5,34002.5,34768.75,HOLD,0,,,241560,16.21
2018-04-09,31100,31150,30500,31050,160079,30890,31800,33930.833333333336,34715.833333333336,HOLD,0,,,241560,16.21
2018-04-10,31050,32200,30600,32200,216968,31170,31797.5,33871.666666666664,34675.833333333336,HOLD,0,,,241560,16.21
2018-04-11,31600,31700,31050,31050,195763,31240,31712.5,33783.333333333336,34616.25,HOLD,0,,,241560,16.21
2018-04-12,31350,31950,31200,31250,187902,31360,31657.5,33703.333333333336,34560.416666666664,HOLD,0,,,241560,16.21
2018-04-13,31550,31650,31100,31250,97756,31360,31567.5,33622.5,34510,HOLD,0,,,241560,16.21
2018-04-16,31100,31600,31100,31400,74856,31430,31482.5,33559.166666666664,34462.083333333336,HOLD,0,,,241560,16.21
2018-04-17,31550,31750,31050,31200,108746,31230,31400,33482.5,34403.75,HOLD,0,,,241560,16.21
2018-04-18,31400,31900,31200,31300,146323,31280,31357.5,33410,34350.833333333336,HOLD,0,,,241560,16.21
2018-04-19,31550,32450,31550,32050,292121,31440,31345,33353.333333333336,34305.416666666664,HOLD,0,,,241560,16.21
2018-04-20,32600,32650,32050,32300,115715,31650,31380,33297.5,34267.083333333336,SELL,65,32300,시장가,241560,16.21
2018-04-23,32500,32600,31700,32200,127949,31810,31412.5,33250,34225.833333333336,HOLD,0,,,241560,16.21
2018-04-24,32100,32500,31650,31700,76618,31910,31397.5,33182.5,34182.5,HOLD,0,,,241560,16.21
2018-04-25,31500,31600,31050,31300,154476,31910,31380,33090.833333333336,34135.833333333336,BUY,651,31300,시장가,241560,16.21
2018-04-26,31400,32200,31200,31650,96610,31830,31385,33003.333333333336,34097.5,HOLD,0,,,241560,16.21
2018-04-27,32150,32350,31500,31550,141974,31680,31392.5,32913.333333333336,34067.083333333336,HOLD,0,,,241560,16.21
2018-04-30,31900,32700,31700,32600,336738,31760,31472.5,32840,34038.75,SELL,651,32600,시장가,241560,16.21
2018-05-02,33200,33200,32150,32600,211585,31940,31562.5,32777.5,34006.666666666664,HOLD,0,,,241560,16.21
2018-05-03,32500,32750,32000,32250,244469,32130,31640,32714.166666666668,33975.833333333336,HOLD,0,,,241560,16.21
2018-05-04,32250,32700,31850,31950,136066,32190,31705,32651.666666666668,33941.666666666664,HOLD,0,,,241560,16.21
2018-05-08,32300,32700,31800,31800,125332,32240,31732.5,32601.666666666668,33905.416666666664,BUY,651,31800,시장가,241560,16.21
2018-05-09,31750,32450,31600,32050,151878,32130,31782.5,32559.166666666668,33871.25,HOLD,0,,,241560,16.21
2018-05-10,32100,32500,31400,32050,303405,32020,31775,32488.333333333332,33839.583333333336,HOLD,0,,,241560,16.21
2018-05-11,32150,32800,31850,32550,242939,32080,31850,32420,33816.666666666664,SELL,651,32550,시장가,241560,16.21
2018-05-14,32600,33100,31950,32400,373566,32170,31907.5,32358.333333333332,33800.416666666664,HOLD,0,,,241560,16.21
2018-05-15,32500,33050,32200,32700,148808,32350,31980,32325,33791.666666666664,HOLD,0,,,241560,16.21
2018-05-16,32300,32600,32000,32500,119951,32440,32035,32278.333333333332,33780.833333333336,HOLD,0,,,241560,16.21
2018-05-17,32500,32650,32300,32300,84341,32490,32090,32230.833333333332,33771.25,HOLD,0,,,241560,16.21
2018-05-18,32400,33200,32100,33200,205477,32620,32185,32195,33765,BUY,65,33200,시장가,241560,16.21
2018-05-21,33300,33650,33000,33000,154989,32740,32232.5,32153.333333333332,33757.083333333336,HOLD,0,,,241560,16.21
2018-05-23,33000,33100,32400,32500,155999,32700,32242.5,32111.666666666668,33747.916666666664,HOLD,0,,,241560,16.21
2018-05-24,32450,33400,32300,33200,186025,32840,32292.5,32087.5,33743.333333333336,BUY,65,33200,시장가,241560,16.21
