date,open,high,low,close,volume,ma5,ma20,ma60,ma120,label,qty,order_price,order_type,stock_code,chart_return_pct
2019-08-29,12850,13050,12350,12850,420884,12360,13590,13012.5,10928.416666666666,BUY,778,12850,시장가,214150,25.84
2019-08-30,13000,13300,12650,12800,338009,12370,13500,13016.666666666666,10986.416666666666,HOLD,0,,,214150,25.84
2019-09-02,12700,12800,12350,12550,220038,12600,13417.5,13008.333333333334,11040,HOLD,0,,,214150,25.84
2019-09-03,12550,13050,12500,12800,258497,12760,13357.5,12997.5,11098.75,HOLD,0,,,214150,25.84
2019-09-04,12700,13000,12650,12800,252601,12760,13317.5,12997.5,11157.083333333334,HOLD,0,,,214150,25.84
2019-09-05,12950,13100,12700,12800,200024,12750,13267.5,12998.333333333334,11217.083333333334,HOLD,0,,,214150,25.84
2019-09-06,12800,12900,12450,12600,193057,12710,13175,12993.333333333334,11274.833333333334,HOLD,0,,,214150,25.84
2019-09-09,12600,12650,12100,12100,226344,12620,12997.5,12981.666666666666,11327.083333333334,HOLD,0,,,214150,25.84
2019-09-10,12150,12450,12050,12100,137387,12480,12815,12968.333333333334,11379.166666666666,HOLD,0,,,214150,25.84
2019-09-11,12100,12300,11700,11950,525095,12310,12707.5,12943.333333333334,11431.5,HOLD,0,,,214150,25.84
2019-09-16,12150,12650,11900,12200,259513,12190,12657.5,12931.666666666666,11486,HOLD,0,,,214150,25.84
2019-09-17,12100,12800,12050,12700,238152,12210,12597.5,12930.833333333334,11545.166666666666,HOLD,0,,,214150,25.84
2019-09-18,12900,12900,12450,12600,198308,12310,12547.5,12932.5,11603.666666666666,HOLD,0,,,214150,25.84
2019-09-19,12550,12750,12400,12450,140840,12380,12510,12926.666666666666,11660.666666666666,HOLD,0,,,214150,25.84
2019-09-20,12450,13200,12350,13100,447197,12610,12507.5,12936.666666666666,11722.25,HOLD,0,,,214150,25.84
2019-09-23,13100,13350,12900,13050,255872,12780,12520,12945.833333333334,11783.75,HOLD,0,,,214150,25.84
2019-09-24,13100,13750,12900,13650,437104,12970,12565,12959.166666666666,11846.666666666666,HOLD,0,,,214150,25.84
2019-09-25,13600,14150,13350,13900,564278,13230,12690,12987.5,11906.25,HOLD,0,,,214150,25.84
2019-09-26,13800,14050,13650,14000,254109,13540,12790,13015.833333333334,11963.916666666666,SELL,778,14000,시장가,214150,25.84
2019-09-27,14050,14250,13600,14100,219361,13740,12855,13035.833333333334,12021.5,HOLD,0,,,214150,25.84
2019-09-30,14050,14450,13900,14300,261069,13990,12927.5,13065,12080.333333333334,HOLD,0,,,214150,25.84
2019-10-01,14450,14450,13900,13900,241063,14040,12982.5,13087.5,12133.25,HOLD,0,,,214150,25.84
2019-10-02,13850,14650,13800,14200,377815,14100,13065,13115,12188.833333333334,HOLD,0,,,214150,25.84
2019-10-04,14200,14550,14000,14050,224200,14110,13127.5,13136.666666666666,12239.25,HOLD,0,,,214150,25.84
2019-10-07,14050,14200,13600,14000,226387,14090,13187.5,13168.333333333334,12288.583333333334,HOLD,0,,,214150,25.84
2019-10-08,14000,14000,13550,13700,263791,13970,13232.5,13196.666666666666,12322.5,HOLD,0,,,214150,25.84
2019-10-10,13800,14300,13650,13750,260793,13940,13290,13220.833333333334,12360.416666666666,HOLD,0,,,214150,25.84
2019-10-11,13850,15000,13800,14400,1010397,13980,13405,13245.833333333334,12403.75,HOLD,0,,,214150,25.84
2019-10-14,14450,14700,14300,14550,344972,14080,13527.5,13279.166666666666,12445.5,HOLD,0,,,214150,25.84
2019-10-15,14550,14750,14200,14350,440409,14150,13647.5,13315.833333333334,12488.666666666666,HOLD,0,,,214150,25.84
2019-10-16,14600,14900,14400,14650,231523,14340,13770,13353.333333333334,12534.25,HOLD,0,,,214150,25.84
2019-10-17,14550,14700,14150,14250,187383,14440,13847.5,13390,12575.5,HOLD,0,,,214150,25.84
2019-10-18,14350,14350,13950,14250,143818,14410,13930,13425,12618.333333333334,HOLD,0,,,214150,25.84
2019-10-21,14250,14350,14000,14150,126105,14330,14015,13447.5,12659,HOLD,0,,,214150,25.84
2019-10-22,14200,14500,14000,14150,199802,14290,14067.5,13467.5,12701.083333333334,HOLD,0,,,214150,25.84
2019-10-23,14150,14150,13600,13850,258666,14130,14107.5,13492.5,12741.25,HOLD,0,,,214150,25.84
2019-10-24,13900,14300,13600,14100,164118,14100,14130,13520.833333333334,12784,HOLD,0,,,214150,25.84
2019-10-25,14100,14350,13750,14000,156289,14050,14135,13545.833333333334,12823.416666666666,HOLD,0,,,214150,25.84
2019-10-28,14100,14250,13800,13900,154952,14000,14130,13565.833333333334,12862.583333333334,HOLD,0,,,214150,25.84
2019-10-29,13950,14800,13850,14700,520010,14110,14160,13557.5,12908.5,HOLD,0,,,214150,25.84
2019-10-30,14650,15000,14400,14550,300040,14250,14172.5,13563.333333333334,12954.416666666666,HOLD,0,,,214150,25.84
2019-10-31,14500,15200,14450,14750,523594,14380,14215,13565.833333333334,13003.75,HOLD,0,,,214150,25.84
2019-11-01,14800,14950,14500,14850,514729,14550,14247.5,13576.666666666666,13055.75,HOLD,0,,,214150,25.84
2019-11-04,15100,15450,14700,14850,453388,14740,14287.5,13590.833333333334,13107.666666666666,HOLD,0,,,214150,25.84
2019-11-05,14950,15500,14650,15350,280089,14870,14355,13620,13163.583333333334,HOLD,0,,,214150,25.84
2019-11-06,15250,15850,15000,15550,390269,15070,14447.5,13649.166666666666,13218.75,HOLD,0,,,214150,25.84
2019-11-07,15600,15800,15300,15650,196247,15250,14542.5,13669.166666666666,13252.5,HOLD,0,,,214150,25.84
2019-11-08,15800,16950,15700,16200,1006206,15520,14632.5,13678.333333333334,13290,HOLD,0,,,214150,25.84
2019-11-11,16250,16250,14700,15300,582824,15610,14670,13670.833333333334,13304.583333333334,HOLD,0,,,214150,25.84
2019-11-12,15300,15350,14800,15200,162888,15580,14712.5,13689.166666666666,13317.083333333334,HOLD,0,,,214150,25.84
2019-11-13,15100,16000,15050,15800,275042,15630,14770,13732.5,13341.25,HOLD,0,,,214150,25.84
2019-11-14,15950,16400,15200,15850,505530,15670,14850,13765,13370.833333333334,HOLD,0,,,214150,25.84
2019-11-15,15950,16350,15550,16250,375082,15680,14950,13809.166666666666,13401.25,HOLD,0,,,214150,25.84
2019-11-18,16300,18100,16150,17650,1043590,16150,15125,13883.333333333334,13444.583333333334,HOLD,0,,,214150,25.84
2019-11-19,17650,18650,17550,17650,726251,16640,15300,13958.333333333334,13483.333333333334,HOLD,0,,,214150,25.84
2019-11-20,17650,18250,17050,17500,351937,16980,15482.5,14036.666666666666,13519.583333333334,HOLD,0,,,214150,25.84
2019-11-21,17500,17800,17150,17300,264545,17270,15642.5,14112.5,13561.25,HOLD,0,,,214150,25.84
2019-11-22,17200,17400,16050,16350,705933,17290,15760,14195,13598.75,HOLD,0,,,214150,25.84
2019-11-25,16500,16700,16100,16250,416541,17010,15877.5,14265.833333333334,13633.333333333334,HOLD,0,,,214150,25.84
2019-11-26,16650,16850,14650,15100,1512677,16500,15897.5,14304.166666666666,13657.083333333334,HOLD,0,,,214150,25.84
2019-11-27,15150,15150,14650,14800,848307,15960,15910,14336.666666666666,13674.583333333334,HOLD,0,,,214150,25.84
2019-11-28,15400,15700,14800,14950,665571,15490,15920,14372.5,13694.583333333334,HOLD,0,,,214150,25.84
2019-11-29,15000,15450,14850,15400,349618,15300,15947.5,14420,13714.166666666666,HOLD,0,,,214150,25.84
2019-12-02,15400,15400,14550,14850,432841,15020,15947.5,14454.166666666666,13725.833333333334,HOLD,0,,,214150,25.84
2019-12-03,14700,14750,14000,14100,390603,14820,15885,14475.833333333334,13736.666666666666,HOLD,0,,,214150,25.84
2019-12-04,14200,14200,13550,13600,321173,14580,15787.5,14489.166666666666,13743.75,HOLD,0,,,214150,25.84
2019-12-05,13700,13800,13250,13350,296761,14260,15672.5,14501.666666666666,13747.5,BUY,408,13350,시장가,214150,25.84
2019-12-06,13250,13800,13250,13650,268860,13910,15545,14527.5,13754.583333333334,HOLD,0,,,214150,25.84
2019-12-09,13650,13750,12950,13000,372933,13540,15430,14542.5,13755.416666666666,HOLD,0,,,214150,25.84
2019-12-10,13100,14100,12950,13900,519520,13500,15365,14575,13759.166666666666,HOLD,0,,,214150,25.84
2019-12-11,14000,14500,13750,14350,753107,13650,15292.5,14610.833333333334,13771.25,HOLD,0,,,214150,25.84
2019-12-12,14300,14350,13850,13850,701517,13750,15192.5,14630,13780.416666666666,SELL,408,13850,시장가,214150,25.84
2019-12-13,14100,14100,13750,13850,289463,13790,15072.5,14650.833333333334,13791.666666666666,HOLD,0,,,214150,25.84
2019-12-16,13850,14000,13650,13700,186482,13930,14875,14671.666666666666,13799.166666666666,HOLD,0,,,214150,25.84
2019-12-17,13800,13800,13400,13500,335016,13850,14667.5,14678.333333333334,13807.5,HOLD,0,,,214150,25.84
2019-12-18,13550,14400,13550,14000,789773,13780,14492.5,14694.166666666666,13820,HOLD,0,,,214150,25.84
