날짜,시가,고가,저가,종가,MA5,MA20,MA60,MA120,거래량
2024-02-27,89100.0,93500.0,57700.0,63500.0,,,,,21833840
2024-02-28,61900.0,63300.0,56300.0,60800.0,,,,,5970590
2024-02-29,60600.0,65600.0,58700.0,59600.0,,,,,5743355
2024-03-04,61700.0,62500.0,59300.0,59900.0,,,,,2396830
2024-03-05,59400.0,59800.0,54300.0,55500.0,59860.0,,,,2330940
2024-03-06,54600.0,58400.0,54500.0,57300.0,58620.0,,,,1967135
2024-03-07,56800.0,57100.0,52900.0,52900.0,57040.0,,,,1647765
2024-03-08,53300.0,54800.0,51300.0,52400.0,55600.0,,,,1492385
2024-03-11,51900.0,52400.0,50000.0,50100.0,53640.0,,,,1077210
2024-03-12,50500.0,51800.0,49800.0,50400.0,52620.0,,,,755950
2024-03-13,51000.0,59600.0,50200.0,57400.0,52640.0,,,,5254920
2024-03-14,57900.0,59800.0,55300.0,58000.0,53660.0,,,,1819845
2024-03-15,58100.0,63200.0,57200.0,60100.0,55200.0,,,,3515915
2024-03-18,59500.0,61300.0,57300.0,57400.0,56660.0,,,,1126560
2024-03-19,57900.0,58000.0,52300.0,52300.0,57040.0,,,,1523730
2024-03-20,52000.0,54000.0,51100.0,51400.0,55840.0,,,,875215
2024-03-21,51600.0,53400.0,51400.0,51800.0,54600.0,,,,592770
2024-03-22,53200.0,54200.0,51600.0,51700.0,52920.0,,,,623575
2024-03-25,51600.0,55000.0,50300.0,53800.0,52200.0,,,,1200130
2024-03-26,53800.0,55100.0,52500.0,52900.0,52320.0,55460.0,,,1078210
2024-03-27,49100.0,55800.0,49100.0,55700.0,53180.0,55070.0,,,5173980
2024-03-28,55100.0,55600.0,52400.0,52400.0,53300.0,54650.0,,,1289390
2024-03-29,52400.0,53200.0,49900.0,50000.0,52960.0,54170.0,,,1574770
2024-04-01,51100.0,52100.0,50000.0,50200.0,52240.0,53685.0,,,1102325
2024-04-02,50700.0,51800.0,49600.0,51300.0,51920.0,53475.0,,,832360
2024-04-03,51300.0,51400.0,49800.0,50200.0,50820.0,53120.0,,,629930
2024-04-04,50400.0,50600.0,49400.0,50100.0,50360.0,52980.0,,,561490
2024-04-05,49500.0,49600.0,46400.0,46600.0,49680.0,52690.0,,,1112865
2024-04-08,47200.0,47400.0,43400.0,43500.0,48340.0,52360.0,,,920150
2024-04-09,43800.0,46000.0,43800.0,44500.0,46980.0,52065.0,,,553865
2024-04-11,44000.0,47200.0,42300.0,47200.0,46380.0,51555.0,,,840290
2024-04-12,47500.0,48500.0,46600.0,48300.0,46020.0,51070.0,,,504205
2024-04-15,47000.0,47800.0,45900.0,47500.0,46200.0,50440.0,,,376835
2024-04-16,46600.0,47000.0,45000.0,46600.0,46820.0,49900.0,,,334720
2024-04-17,46700.0,50800.0,46700.0,50400.0,48000.0,49805.0,,,1158905
2024-04-18,50700.0,50700.0,48000.0,49600.0,48480.0,49715.0,,,829620
2024-04-19,49000.0,51800.0,47800.0,47800.0,48380.0,49515.0,,,1286290
2024-04-22,47600.0,48800.0,47100.0,47700.0,48420.0,49315.0,,,318460
2024-04-23,47700.0,48900.0,46400.0,46400.0,48380.0,48945.0,,,487960
2024-04-24,46400.0,47100.0,46200.0,46900.0,47680.0,48645.0,,,343150
2024-04-25,46700.0,50900.0,46200.0,50000.0,47760.0,48360.0,,,1316910
2024-04-26,49900.0,50500.0,48700.0,49900.0,48180.0,48235.0,,,606950
2024-04-29,50400.0,55800.0,49900.0,54000.0,49440.0,48435.0,,,5758405
2024-04-30,54800.0,57000.0,54300.0,56800.0,51520.0,48765.0,,,2193880
2024-05-02,57900.0,60200.0,56300.0,57800.0,53700.0,49090.0,,,4107895
2024-05-03,58100.0,59900.0,57700.0,59400.0,55580.0,49550.0,,,1309630
2024-05-07,59800.0,60000.0,57300.0,58700.0,57340.0,49980.0,,,1213730
2024-05-08,60200.0,61800.0,57500.0,58400.0,58220.0,50570.0,,,1589590
2024-05-09,58000.0,66000.0,57700.0,64000.0,59660.0,51595.0,,,4110645
2024-05-10,64600.0,69700.0,63400.0,68300.0,61760.0,52785.0,,,2798025
2024-05-13,69200.0,70000.0,64300.0,66500.0,63180.0,53750.0,,,1995470
2024-05-14,67600.0,69800.0,66200.0,66700.0,64780.0,54670.0,,,1313070
2024-05-16,66900.0,67500.0,64800.0,66800.0,66460.0,55635.0,,,964670
2024-05-17,66800.0,69500.0,65800.0,67200.0,67100.0,56665.0,,,1051775
2024-05-20,67600.0,70000.0,65800.0,66100.0,66660.0,57450.0,,,1344295
2024-05-21,65900.0,68300.0,64600.0,67100.0,66780.0,58325.0,,,1090960
2024-05-22,66500.0,67100.0,63400.0,63500.0,66140.0,59110.0,,,1353875
2024-05-23,63000.0,66300.0,61900.0,66300.0,66040.0,60040.0,,,1045145
2024-05-24,65700.0,72800.0,65200.0,72400.0,67080.0,61340.0,,,2342625
