날짜,시가,고가,저가,종가,MA5,MA20,MA60,MA120,거래량
2000-01-04,11996.271484375,13773.4970703125,11996.271484375,13551.34375,,,,,1481680
2000-01-05,12884.884765625,13829.03515625,12551.654296875,13162.576171875,,,,,1586382
2000-01-06,13384.7294921875,13606.8828125,12884.884765625,13162.576171875,,,,,2015636
2000-01-07,13218.1142578125,14995.33984375,13051.4990234375,14995.33984375,,,,,4122650
2000-01-10,15217.4931640625,15883.9521484375,14328.8798828125,14439.95703125,13862.35859375,,,,3521354
2000-01-11,14773.1865234375,15828.4140625,14162.265625,15217.4931640625,14195.5884765625,,,,4411730
2000-01-12,14773.1865234375,15550.72265625,14439.95703125,14606.5712890625,14484.3875,,,,2606579
2000-01-13,14606.5712890625,14773.1865234375,13773.4970703125,14106.7275390625,14673.2177734375,,,,1587823
2000-01-14,14217.8037109375,14828.724609375,13884.57421875,14217.8037109375,14517.710546875,,,,2398615
2000-01-17,14384.4189453125,14662.1103515625,14051.1884765625,14051.1884765625,14439.9568359375,,,,1734838
2000-01-18,14217.8037109375,14939.8017578125,14217.8037109375,14328.8798828125,14262.2341796875,,,,2517632
2000-01-19,14051.1884765625,14106.7275390625,13107.0380859375,13162.576171875,13973.43515625,,,,1545960
2000-01-20,13051.4990234375,13329.1904296875,12218.4248046875,13329.1904296875,13817.927734375,,,,1490232
2000-01-21,12829.3466796875,13495.8056640625,12773.8076171875,12829.3466796875,13540.236328125,,,,960148
2000-01-24,12662.7314453125,13273.65234375,12662.7314453125,13051.4990234375,13340.2984375,,,,1016775
2000-01-25,12773.8076171875,12940.4228515625,12496.1162109375,12496.1162109375,12973.745703125,,,,678450
2000-01-26,12496.1162109375,12718.26953125,11829.6572265625,12329.501953125,12807.130859375,,,,811422
2000-01-27,11996.271484375,12995.9609375,11996.271484375,12884.884765625,12718.2697265625,,,,1083036
2000-01-28,12940.4228515625,13218.1142578125,12662.7314453125,13218.1142578125,12796.0232421875,,,,933409
2000-01-31,12829.3466796875,14051.1884765625,12829.3466796875,13829.03515625,12951.53046875,13648.536083984374,,,1835040
2000-02-01,14106.7275390625,14106.7275390625,13273.65234375,13884.57421875,13229.2220703125,13665.197607421875,,,1652733
