날짜,시가,고가,저가,종가,MA5,MA20,MA60,MA120,거래량
2008-07-24,41865.85546875,43813.1015625,39529.15625,43034.203125,,,,,737992
2008-07-25,43228.9296875,43228.9296875,39772.5625,41379.04296875,,,,,284683
2008-07-28,41379.04296875,41671.12890625,40162.01171875,41184.31640625,,,,,77134
2008-07-29,40015.96875,41817.171875,39188.38671875,40697.50390625,,,,,98510
2008-07-30,40843.546875,41281.6796875,39967.28515625,40746.1875,41408.25078125,,,,56572
2008-07-31,41184.31640625,41233.0,39626.51953125,40210.69140625,40843.5484375,,,,110701
2008-08-01,40259.375,42839.48046875,40113.328125,42450.02734375,41057.7453125,,,,260717
2008-08-04,42255.3046875,43277.609375,41768.4921875,43131.56640625,41447.1953125,,,,106201
2008-08-05,42352.66796875,43423.65234375,41914.53515625,43423.65234375,41992.425,,,,57475
2008-08-06,43715.7421875,45565.62890625,43472.3359375,45030.1328125,42849.2140625,,,,211482
2008-08-07,44689.36328125,45565.62890625,44445.95703125,45516.9453125,43910.46484375,,,,161320
2008-08-08,44981.453125,47123.42578125,44981.453125,47026.0625,44825.671875,,,,187048
2008-08-11,47561.55859375,47561.55859375,46052.4375,47318.15234375,45662.9890625,,,,129890
2008-08-12,47318.15234375,47415.515625,46733.9765625,47220.7890625,46422.41640625,,,,52375
2008-08-13,47415.515625,47999.6875,46587.93359375,47902.32421875,46996.8546875,,,,146382
2008-08-14,47902.32421875,49168.0390625,47853.64453125,48778.58984375,47649.18359375,,,,119933
2008-08-15,48778.58984375,48778.58984375,48778.58984375,48778.58984375,47999.6890625,,,,0
2008-08-18,48778.58984375,53257.26171875,48681.2265625,49557.48828125,48447.55625,,,,149154
2008-08-19,49460.125,50239.0234375,47658.91796875,49460.125,48895.4234375,,,,70245
2008-08-20,48973.3125,51115.28515625,48632.54296875,49946.9375,49304.34609375,45139.66640625,,,91330
2008-08-21,50531.11328125,50531.11328125,47658.91796875,48681.2265625,49284.8734375,45422.017578125,,,110831
2008-08-22,48194.4140625,48389.13671875,45662.98828125,47220.7890625,48973.31328125,45714.1048828125,,,69600
2008-08-25,47610.23828125,47999.6875,46101.12109375,46344.52734375,48330.72109375,45972.1154296875,,,48300
2008-08-26,45565.62890625,46831.33984375,45565.62890625,46441.890625,47727.07421875,46259.334765625,,,82167
2008-08-27,45955.078125,47123.42578125,45370.90234375,46539.25,47045.53671875,46548.987890625,,,51219
2008-08-28,46636.61328125,49168.0390625,46149.80078125,46733.9765625,46656.08671875,46875.1521484375,,,71774
2008-08-29,47610.23828125,50531.11328125,47318.15234375,49168.0390625,47045.53671875,47211.052734375,,,86933
2008-09-01,49168.0390625,49168.0390625,43667.05859375,43667.05859375,46510.04296875,47237.82734375,,,106904
2008-09-02,43326.2890625,45176.17578125,42060.578125,43423.65234375,45906.3953125,47237.82734375,,,55422
2008-09-03,42936.83984375,46344.52734375,42936.83984375,46344.52734375,45867.45078125,47303.5470703125,,,50322
2008-09-04,45370.90234375,47026.0625,45370.90234375,46928.703125,45906.39609375,47374.1349609375,,,46302
2008-09-05,46003.7578125,47999.6875,45662.98828125,47512.875,45575.36328125,47398.4755859375,,,55205
2008-09-08,48097.05078125,48389.13671875,46733.9765625,47902.32421875,46422.41640625,47427.6841796875,,,67968
2008-09-09,48048.37109375,48437.8203125,46344.52734375,47269.46875,47191.5796875,47430.1181640625,,,33654
2008-09-10,46733.9765625,47902.32421875,45906.39453125,47512.875,47425.24921875,47410.645703125,,,26923
2008-09-11,47804.96484375,48535.18359375,46831.33984375,48291.77734375,47697.8640625,47386.305078125,,,60394
2008-09-12,48583.86328125,48875.94921875,47707.6015625,48291.77734375,47853.64453125,47361.964453125,,,44904
2008-09-15,48291.77734375,48291.77734375,48291.77734375,48291.77734375,47931.53515625,47298.67890625,,,0
2008-09-16,42936.83984375,46247.1640625,42936.83984375,45711.671875,47619.97578125,47111.25625,,,24209
2008-09-17,46685.296875,46685.296875,45662.98828125,45662.98828125,47249.9984375,46897.0587890625,,,32250
2008-09-18,44105.19140625,45030.1328125,43131.56640625,44786.7265625,46548.98828125,46702.3337890625,,,43096
2008-09-19,45614.30859375,46733.9765625,45614.30859375,46733.9765625,46237.428125,46677.9931640625,,,42959
2008-09-22,47220.7890625,47610.23828125,45711.671875,46636.61328125,45906.3953125,46692.5974609375,,,22380
