날짜,시가,고가,저가,종가,MA5,MA20,MA60,MA120,거래량
2000-01-04,57689.70703125,68847.796875,57689.70703125,67423.359375,,,,,1175
2000-01-05,68966.5,77513.125,68966.5,77513.125,,,,,1979
2000-01-06,77394.421875,77394.421875,66948.546875,68847.796875,,,,,2392
2000-01-07,67423.359375,71221.859375,66948.546875,68610.390625,,,,,749
2000-01-10,66473.734375,71103.15625,66236.328125,69322.609375,70343.45625,,,,1398
2000-01-11,66711.140625,69085.203125,61963.015625,66473.734375,70153.53125,,,,834
2000-01-12,64337.078125,64337.078125,62912.640625,62912.640625,67233.434375,,,,644
2000-01-13,62912.640625,62912.640625,60538.578125,60538.578125,65571.590625,,,,1133
2000-01-14,58164.51953125,61963.015625,58164.51953125,61963.015625,64242.115625,,,,1343
2000-01-17,63862.265625,63862.265625,60538.578125,60538.578125,62485.309375,,,,568
2000-01-18,59351.546875,62912.640625,59114.140625,60538.578125,61298.278125,,,,749
2000-01-19,59351.546875,59351.546875,55553.05078125,55553.05078125,59826.36015625,,,,1158
2000-01-20,54484.72265625,54484.72265625,48905.67578125,51042.33203125,57927.1109375,,,,732
2000-01-21,49143.08203125,55790.45703125,49143.08203125,55790.45703125,56692.59921875,,,,977
2000-01-24,49855.30078125,57689.70703125,49855.30078125,53416.39453125,55268.1625,,,,459
2000-01-25,54603.42578125,59351.546875,51042.33203125,59351.546875,55030.75625,,,,585
2000-01-26,51042.33203125,59232.84375,51042.33203125,56977.48828125,55315.64375,,,,556
2000-01-27,55434.34765625,56977.48828125,54603.42578125,54603.42578125,56027.8625,,,,627
2000-01-28,56977.48828125,59351.546875,54603.42578125,54603.42578125,55790.45625,,,,488
2000-01-31,55790.45703125,55790.45703125,54603.42578125,55315.64453125,56170.30625,61066.80859375,,,627
2000-02-01,54603.42578125,54722.12890625,53416.39453125,54603.42578125,55220.68203125,60425.8119140625,,,973
2000-02-02,53416.39453125,54603.42578125,53416.39453125,54366.01953125,54698.38828125,59268.456640625,,,989
2000-02-03,54603.42578125,57927.11328125,54603.42578125,57096.19140625,55196.94140625,58680.8763671875,,,2190
2000-02-04,57096.19140625,57096.19140625,57096.19140625,57096.19140625,55695.49453125,58105.16640625,,,0
2000-02-07,57214.89453125,65642.8125,57214.89453125,65642.8125,57760.928125,57921.1765625,,,1031
2000-02-08,64099.671875,65642.8125,56977.48828125,61725.609375,59185.36484375,57683.7703125,,,1347
2000-02-09,61725.609375,61725.609375,57689.70703125,57927.11328125,59897.58359375,57434.4939453125,,,901
2000-02-10,54603.42578125,55553.05078125,52704.17578125,54603.42578125,59399.03046875,57137.736328125,,,1284
2000-02-11,52229.36328125,54603.42578125,51517.14453125,51517.14453125,58283.22109375,56615.4427734375,,,1638
2000-02-14,50092.70703125,51042.33203125,48430.86328125,48668.26953125,54888.3125,56021.92734375,,,1031
2000-02-15,50092.70703125,55909.16015625,46769.01953125,48905.67578125,52324.32578125,55440.2822265625,,,4220
2000-02-16,51042.33203125,51042.33203125,47837.34765625,47837.34765625,50306.37265625,55054.4970703125,,,1406
2000-02-17,50092.70703125,50092.70703125,48668.26953125,49617.89453125,49309.26640625,54983.2751953125,,,766
2000-02-18,48193.45703125,49855.30078125,47718.64453125,49855.30078125,48976.89765625,54686.5173828125,,,1314
2000-02-21,48668.26953125,48668.26953125,44513.66015625,44513.66015625,48145.97578125,54241.3806640625,,,695
2000-02-22,43920.14453125,45107.17578125,41546.0859375,44157.55078125,47196.35078125,53481.680859375,,,682
2000-02-23,42970.51953125,47481.23828125,42970.51953125,44632.36328125,46555.35390625,52864.424609375,,,1571
2000-02-24,47125.12890625,47125.12890625,42733.11328125,43207.92578125,45273.36015625,52294.649609375,,,1095
2000-02-25,41546.0859375,43207.92578125,41546.0859375,42851.81640625,43872.66328125,51707.069140625,,,1726
2000-02-28,43089.22265625,45581.98828125,42258.30078125,43564.03515625,43682.73828125,51119.488671875,,,2249
2000-02-29,43920.14453125,46056.80078125,42851.81640625,45107.17578125,43872.66328125,50644.676171875,,,2156
2000-03-01,45107.17578125,45107.17578125,45107.17578125,45107.17578125,43967.62578125,50181.733984375,,,0
2000-03-02,44157.55078125,45107.17578125,43207.92578125,44394.95703125,44205.03203125,49546.672265625,,,1853
2000-03-03,44869.76953125,44869.76953125,42733.11328125,42733.11328125,44181.29140625,48828.518359375,,,1853
2000-03-06,42733.11328125,46175.50390625,42733.11328125,46175.50390625,44703.58515625,47855.1529296875,,,2030
2000-03-07,48668.26953125,51042.33203125,47718.64453125,49855.30078125,45653.21015625,47261.6375,,,3491
2000-03-08,49855.30078125,49855.30078125,46056.80078125,47481.23828125,46128.02265625,46739.34375,,,1562
2000-03-09,47481.23828125,48668.26953125,47481.23828125,48668.26953125,46982.68515625,46442.5859375,,,1133
2000-03-10,48668.26953125,55909.16015625,47481.23828125,55909.16015625,49617.89453125,46662.18671875,,,4224
2000-03-13,64218.375,64218.375,64218.375,64218.375,53226.46875,47439.6919921875,,,3239
2000-03-14,73595.921875,73595.921875,59351.546875,61725.609375,55600.53046875,48080.688671875,,,10846
2000-03-15,61725.609375,64099.671875,52466.76953125,55790.45703125,57262.37421875,48478.344140625,,,7131
2000-03-16,55790.45703125,55790.45703125,52229.36328125,54603.42578125,58449.40546875,48727.620703125,,,2051
2000-03-17,54603.42578125,56740.08203125,47718.64453125,50448.81640625,57357.33671875,48757.296484375,,,1895
2000-03-20,47481.23828125,51517.14453125,47481.23828125,50567.51953125,54627.165625,49059.989453125,,,1764
2000-03-21,52229.36328125,52229.36328125,47956.05078125,47956.05078125,51873.25390625,49249.914453125,,,1183
2000-03-22,47481.23828125,52229.36328125,47481.23828125,48193.45703125,50353.85390625,49427.969140625,,,2952
2000-03-23,51754.55078125,55315.64453125,51754.55078125,55315.64453125,50496.29765625,50033.355078125,,,2346
2000-03-24,54840.83203125,59351.546875,54840.83203125,55434.34765625,51493.40390625,50662.481640625,,,3302
2000-03-27,54603.42578125,55790.45703125,51042.33203125,55790.45703125,52537.99140625,51273.802734375,54486.7,,1103
2000-03-28,54603.42578125,58164.51953125,53535.09765625,56977.48828125,54342.27890625,51867.318359375,54312.6021484375,,1457
2000-03-29,56977.48828125,59351.546875,54603.42578125,54603.42578125,55624.27265625,52342.130859375,53930.773828125,,1175
2000-03-30,52229.36328125,56977.48828125,52229.36328125,52229.36328125,55007.01640625,52733.851171875,53653.79993489583,,1339
2000-03-31,54603.42578125,57689.70703125,52704.17578125,54603.42578125,54840.83203125,53327.366796875,53420.35052083333,,1192
2000-04-03,57927.11328125,57927.11328125,51991.95703125,51991.95703125,54081.13203125,53618.189453125,53131.50631510417,,867
2000-04-04,51042.33203125,53891.20703125,48430.86328125,48430.86328125,52371.80703125,53546.967578125,52830.791796875,,1529
2000-04-05,48430.86328125,48430.86328125,48430.86328125,48430.86328125,51137.29453125,53594.448828125,52589.42884114583,,0
2000-04-06,48786.97265625,49855.30078125,47481.23828125,47956.05078125,50282.63203125,53558.837890625,52379.720052083336,,1684
2000-04-07,46294.20703125,51754.55078125,46294.20703125,51754.55078125,49712.85703125,53351.107421875,52209.57897135417,,1015
2000-04-10,49855.30078125,52229.36328125,49855.30078125,50804.92578125,49475.45078125,52680.4349609375,52047.35143229167,,720
2000-04-11,49736.59765625,49736.59765625,47481.23828125,48193.45703125,49427.96953125,52003.82734375,51841.5994140625,,1314
2000-04-12,48193.45703125,49855.30078125,48193.45703125,49855.30078125,49712.85703125,51707.06953125,51746.6369140625,,1166
2000-04-13,49855.30078125,49855.30078125,49855.30078125,49855.30078125,50092.70703125,51469.66328125,51726.85305989583,,0
2000-04-14,48668.26953125,49499.19140625,47481.23828125,48549.56640625,49451.71015625,51374.70078125,51606.171549479164,,762
2000-04-17,44632.36328125,44632.36328125,41308.6796875,41308.6796875,47552.4609375,50911.7587890625,51404.376302083336,,1364
2000-04-18,43682.73828125,45107.17578125,43682.73828125,44157.55078125,46745.2796875,50721.8337890625,51151.14303385417,,1743
2000-04-19,45107.17578125,48668.26953125,45107.17578125,45819.39453125,45938.0984375,50603.1306640625,50965.1748046875,,956
2000-04-20,44038.84765625,45225.87890625,44038.84765625,45107.17578125,44988.4734375,50092.7072265625,50806.903971354164,,509
2000-04-21,46175.50390625,46294.20703125,44394.95703125,45107.17578125,44299.9953125,49576.3486328125,50648.633138020836,,539
2000-04-24,45107.17578125,45107.17578125,42970.51953125,43682.73828125,44774.80703125,48970.9626953125,50454.7513671875,,1090
2000-04-25,43801.44140625,45107.17578125,43682.73828125,43920.14453125,44727.32578125,48318.0955078125,50276.6966796875,,665
2000-04-26,45107.17578125,45107.17578125,41664.7890625,42851.81640625,44133.81015625,47730.5150390625,50084.793294270836,,880
2000-04-27,42733.11328125,42733.11328125,40477.7578125,40833.8671875,43279.1484375,47160.740234375,49813.754557291664,,741
2000-04-28,41308.6796875,42733.11328125,40952.5703125,40952.5703125,42448.22734375,46478.1974609375,49544.69420572917,,800
2000-05-01,40952.5703125,40952.5703125,40952.5703125,40952.5703125,41902.19375,45926.228125,49133.190169270834,,0
2000-05-02,40952.5703125,42733.11328125,40952.5703125,42733.11328125,41664.7875,45641.340625,48816.64856770833,,404
2000-05-03,41546.0859375,44869.76953125,41546.0859375,42495.70703125,41593.565625,45344.5828125,48559.45846354167,,556
2000-05-04,42733.11328125,42733.11328125,42139.59765625,42733.11328125,41973.41484375,45083.4359375,48361.619921875,,492
2000-05-05,42733.11328125,42733.11328125,42733.11328125,42733.11328125,42329.5234375,44632.3640625,48215.219401041664,,0
2000-05-08,43920.14453125,43920.14453125,36323.1484375,41783.4921875,42495.7078125,44181.2923828125,48100.47311197917,,623
2000-05-09,41783.4921875,41783.4921875,41783.4921875,41783.4921875,42305.78359375,43860.794140625,47981.77005208333,,0
2000-05-10,40359.0546875,40596.4609375,39172.0234375,39409.4296875,41688.528125,43338.5005859375,47841.30475260417,,1002
2000-05-11,39409.4296875,39409.4296875,39409.4296875,39409.4296875,41023.79140625,42816.20703125,47671.163671875,,0
2000-05-12,38578.5078125,43682.73828125,37747.5859375,43682.73828125,41213.71640625,42572.865625,47568.28763020833,,2434
2000-05-15,42614.41015625,42614.41015625,37984.9921875,39172.0234375,40691.42265625,42466.0328125,47479.2603515625,,846
2000-05-16,38222.3984375,38934.6171875,37510.1796875,38934.6171875,40121.64765625,42204.8861328125,47392.21145833333,,690
2000-05-17,35967.0390625,37747.5859375,33236.8671875,33236.8671875,38887.13515625,41575.759765625,47202.2865234375,,1899
2000-05-18,31337.6171875,35610.9296875,28251.337890625,35610.9296875,38127.43515625,41100.9474609375,47075.669921875,,1777
2000-05-19,30269.2890625,31931.1328125,30269.2890625,30506.6953125,35492.2265625,40370.9234375,46869.91790364583,,2371
2000-05-22,28726.150390625,28726.150390625,26352.087890625,26352.087890625,32928.239453125,39504.39091796875,46583.05211588542,,374
2000-05-23,24452.837890625,25046.353515625,24452.837890625,25046.353515625,30150.58671875,38560.7013671875,46248.705078125,,568
2000-05-24,23265.806640625,25639.869140625,23028.400390625,25165.056640625,28536.224609375,37676.36337890625,45916.33642578125,,1339
2000-05-25,27064.306640625,27539.119140625,24215.431640625,27064.306640625,26826.9,36987.8853515625,45627.49225260417,,1684
2000-05-26,26114.681640625,26114.681640625,23503.212890625,23503.212890625,25426.203515625,36115.41748046875,45306.993912760416,,1099
2000-05-29,23384.509765625,23740.619140625,22790.994140625,23740.619140625,24903.909765625,35254.819921875,44933.07916666667,,859
2000-05-30,23740.619140625,23740.619140625,23740.619140625,23740.619140625,24642.762890625,34305.19521484375,44497.83447265625,,0
2000-05-31,23740.619140625,26114.681640625,23740.619140625,26114.681640625,24832.687890625,33486.1439453125,44141.7251953125,,1053
2000-06-01,26589.494140625,27183.009765625,24808.947265625,24808.947265625,24381.616015625,32589.93564453125,43744.06982421875,,897
2000-06-02,24808.947265625,24808.947265625,23978.025390625,24690.244140625,24619.022265625,31687.7921875,43223.754557291664,,1090
2000-06-05,26114.681640625,28370.041015625,26114.681640625,28370.041015625,25544.906640625,31017.11962890625,42626.28232421875,,998
2000-06-06,28370.041015625,28370.041015625,28370.041015625,28370.041015625,26470.791015625,30346.4470703125,42070.356184895834,,0
2000-06-07,28132.634765625,32524.6484375,27420.416015625,32168.5390625,27681.5625,29984.4025390625,41676.657552083336,,3260
2000-06-08,30862.8046875,30862.8046875,27539.119140625,27539.119140625,28227.596875,29390.88701171875,41225.585774739586,,1988
2000-06-09,27539.119140625,30387.9921875,27539.119140625,28726.150390625,29034.778125,28643.0576171875,40863.541341145836,,783
2000-06-12,28726.150390625,29675.7734375,28726.150390625,29438.3671875,29248.443359375,28156.3748046875,40511.38880208333,,518
2000-06-13,29438.3671875,30506.6953125,28488.744140625,28488.744140625,29272.183984375,27634.08115234375,40186.93369140625,,450
2000-06-14,28488.744140625,29438.3671875,26352.087890625,29438.3671875,28726.149609375,27444.15615234375,39874.348860677084,,408
2000-06-15,30387.9921875,30387.9921875,27301.712890625,28370.041015625,28892.333984375,27082.11171875,39425.25546875,,678
2000-06-16,26945.603515625,28251.337890625,26589.494140625,28251.337890625,28797.371484375,26969.34384765625,38972.205305989584,,374
2000-06-19,26470.791015625,27301.712890625,26352.087890625,27301.712890625,28370.040625,27016.82509765625,38497.392903645836,46492.04645182292,817
2000-06-20,23859.322265625,27539.119140625,23859.322265625,26352.087890625,27942.709375,27082.11181640625,37986.969563802086,46149.78585611979,227
2000-06-21,27301.712890625,27301.712890625,26352.087890625,26589.494140625,27372.934765625,27153.33369140625,37520.070703125,45725.422265625,227
2000-06-22,27301.712890625,27301.712890625,26826.900390625,26826.900390625,27064.306640625,27141.46337890625,37096.69632161458,45375.24812825521,168
2000-06-23,25639.869140625,26114.681640625,24927.650390625,25995.978515625,26613.234765625,27266.10166015625,36619.905533854166,45020.12802734375,556
2000-06-26,25995.978515625,27301.712890625,24215.431640625,26114.681640625,26375.828515625,27384.80478515625,36188.61761067708,44660.06196289063,290
2000-06-27,26114.681640625,26233.384765625,24927.650390625,26114.681640625,26328.347265625,27503.50791015625,35816.68125,44323.7365234375,737
2000-06-28,25877.275390625,27301.712890625,25877.275390625,26352.087890625,26280.866015625,27515.37822265625,35448.70166015625,44019.065250651045,248
2000-06-29,27539.119140625,28013.931640625,26352.087890625,26352.087890625,26185.903515625,27592.53525390625,35088.63561197917,43734.17783203125,539
2000-06-30,24571.541015625,29438.3671875,24571.541015625,29438.3671875,26874.38125,27829.94140625,34716.69921875,43463.13909505208,1402
2000-07-03,28251.337890625,28251.337890625,27301.712890625,27539.119140625,27159.26875,27788.3953125,34328.935774739584,43188.14360351562,1217
2000-07-04,27776.525390625,28488.744140625,27657.822265625,28013.931640625,27539.11875,27770.58984375,33992.6103515625,42917.1048828125,585
2000-07-05,29675.7734375,29675.7734375,26826.900390625,27776.525390625,27824.00625,27550.98916015625,33624.63076171875,42685.63383789062,636
2000-07-06,26826.900390625,28488.744140625,26826.900390625,27301.712890625,28013.93125,27539.11884765625,33248.737630208336,42487.79534505208,320
2000-07-07,27539.119140625,27776.525390625,27301.712890625,27301.712890625,27586.600390625,27467.89697265625,32894.60673828125,42250.38914388021,1036
2000-07-10,27539.119140625,28963.556640625,27539.119140625,28726.150390625,27824.006640625,27432.2861328125,32684.897916666665,42044.637109375,1154
2000-07-11,29200.962890625,32999.4609375,29200.962890625,32999.4609375,28821.1125,27657.82197265625,32498.929752604166,41825.036393229166,2641
2000-07-12,37866.2890625,37866.2890625,33236.8671875,33236.8671875,29913.180859375,27847.74697265625,32289.220963541666,41627.19788411458,9157
2000-07-13,30981.5078125,31100.2109375,28251.337890625,30150.5859375,30482.95546875,27936.77421875,32039.944466145833,41423.42421875,2202
2000-07-14,30031.8828125,30862.8046875,28370.041015625,28488.744140625,30720.36171875,27948.64453125,31762.97060546875,41205.80187174479,1634
2000-07-17,28488.744140625,28488.744140625,28488.744140625,28488.744140625,30672.88046875,28007.99609375,31509.737369791666,40982.244368489584,0
2000-07-18,28726.150390625,30150.5859375,27301.712890625,30150.5859375,30103.10546875,28197.92099609375,31280.2447265625,40778.470703125,863
2000-07-19,28726.150390625,30150.5859375,27301.712890625,30150.5859375,29485.84921875,28375.9755859375,31068.557552083334,40576.67542317708,863
2000-07-20,26708.197265625,27776.525390625,26114.681640625,26352.087890625,28726.149609375,28352.2349609375,30827.194563802084,40320.47456054688,994
2000-07-21,27776.525390625,29675.7734375,26589.494140625,29675.7734375,28963.55546875,28536.22470703125,30639.24794921875,40091.97107747396,518
2000-07-24,28488.744140625,28488.744140625,27539.119140625,27657.822265625,28797.37109375,28613.38173828125,30417.668815104167,39775.4294921875,278
2000-07-25,26708.197265625,27420.416015625,26114.681640625,26114.681640625,27990.190234375,28613.38173828125,30140.694954427083,39478.67176106771,522
2000-07-26,25402.462890625,27301.712890625,25402.462890625,27301.712890625,27420.415625,28660.86298828125,29887.46171875,39223.46009114583,442
2000-07-27,27301.712890625,27301.712890625,26589.494140625,26589.494140625,27467.896875,28672.73330078125,29618.401399739585,38990.01066080729,421
2000-07-28,26589.494140625,28013.931640625,26589.494140625,27183.009765625,26969.344140625,28559.9654296875,29359.2330078125,38787.22620442708,429
